,X,Y,Z,Velocity,label
0,0.0,1.0,2.0,0,1.0
1,-0.9193008542060852,1.4502112030982972,-0.22039407715201373,0,1.0
2,0.4643682599067687,0.7932996034622193,0.0642433970700949,0,1.0
3,1.0256893545389176,4.046136522293091,0.22201208584010595,0,1.0
4,-0.8460290377790277,1.493551579388705,-0.15279142038939011,0,1.0
5,-0.8655072559009899,1.495003646070307,-0.09688004106283184,0,1.0
6,1.1277809270790644,4.120555596692221,0.45654645322688986,0,1.0
7,1.0895816737955266,4.117846445603804,0.438739729875868,0,1.0
8,-0.8595773485990671,1.5520603198271532,-0.11141834981166396,0,1.0
9,1.0379027058096493,4.169543518739588,0.2885202460867517,0,1.0
10,0.8857299275696278,4.100767061114311,0.12022200517822054,0,1.0
